figure_id,specimen_id,tube_id,soil_type,stage_index,q0_fraction,q0_kPa,q0_over_qpeak,y25,y50,y75,mean_y_10_90
F-43,ST-34B,ST-34,ML,2,0.15,77.03999999999999,0.3033070866141732,0.6391077736658399,0.9086720425585599,0.9820745195340426,0.8123926436735373
F-44,ST-79A,ST-79,ML,1,0.02,21.085691946833464,0.06599590593688096,0.2999502976247399,0.5722920655149094,0.8418261863134278,0.5692995671240564
F-44,ST-79A,ST-79,ML,1,0.05,28.48663017982799,0.08916003186174645,0.2821469073182841,0.5614147645618919,0.8378035717308234,0.5583461621220505
F-44,ST-79A,ST-79,ML,1,0.1,38.261454261141516,0.11975416044175749,0.2571969571656258,0.5461711445602093,0.832166216620828,0.5429958887135736
F-44,ST-79A,ST-79,ML,1,0.15,46.919155590304925,0.14685181718405296,0.23360407812388395,0.5317566515188412,0.8268354870437474,0.5284805433293955
F-44,ST-79A,ST-79,ML,2,0.02,18.432525410476934,0.05160281469898358,0.3957131079967024,0.781533388293487,0.9596042868920035,0.6970994352076111
F-44,ST-79A,ST-79,ML,2,0.05,21.504612978889757,0.060203283815480846,0.39018302828618967,0.7795341098169714,0.9592346089850251,0.6943274666446192
F-44,ST-79A,ST-79,ML,2,0.1,33.51368256450352,0.09382329945269742,0.36755823986194996,0.7713546160483172,0.9577221742881797,0.682986725545153
F-44,ST-79A,ST-79,ML,2,0.15,48.5948397185301,0.13604378420641128,0.33665158371040727,0.7601809954751128,0.9556561085972853,0.6674946741238301
F-45,ST-79B,ST-79,ML,1,0.02,35.21394101876676,0.12201642764645446,0.33254367124099327,0.5906372668310181,0.8065424862188268,0.5744241058428783
